path,size_bytes,modified_utc,ext,basename,parent_dir
"/Users/symphonova/Downloads/mixct_mvp_a/Waghalter__DP_PREP_WAV_DENSE__MIXCT_AUTOMATION.mid","829","2026-03-05T01:50:06Z",".mid","Waghalter__DP_PREP_WAV_DENSE__MIXCT_AUTOMATION.mid","/Users/symphonova/Downloads/mixct_mvp_a"
